segment	0	((-2 : ℚ) / 1)	((-63 : ℚ) / 32)	6	0	1
segment	1	((-63 : ℚ) / 32)	((-31 : ℚ) / 16)	6	0	1
segment	2	((-31 : ℚ) / 16)	((-61 : ℚ) / 32)	6	0	1
segment	3	((-61 : ℚ) / 32)	((-15 : ℚ) / 8)	6	0	1
segment	4	((-15 : ℚ) / 8)	((-59 : ℚ) / 32)	6	0	1
segment	5	((-59 : ℚ) / 32)	((-29 : ℚ) / 16)	6	0	3
segment	6	((-29 : ℚ) / 16)	((-57 : ℚ) / 32)	6	0	3
segment	7	((-57 : ℚ) / 32)	((-7 : ℚ) / 4)	6	0	3
segment	8	((-7 : ℚ) / 4)	((-111 : ℚ) / 64)	5	0	1
segment	9	((-111 : ℚ) / 64)	((-55 : ℚ) / 32)	5	0	3
segment	10	((-55 : ℚ) / 32)	((-109 : ℚ) / 64)	5	0	3
segment	11	((-109 : ℚ) / 64)	((-217 : ℚ) / 128)	4	0	1
segment	12	((-217 : ℚ) / 128)	((-27 : ℚ) / 16)	4	0	3
segment	13	((-27 : ℚ) / 16)	((-215 : ℚ) / 128)	4	0	3
segment	14	((-215 : ℚ) / 128)	((-429 : ℚ) / 256)	3	0	3
segment	15	((-429 : ℚ) / 256)	((-107 : ℚ) / 64)	3	0	3
segment	16	((-107 : ℚ) / 64)	((-427 : ℚ) / 256)	3	0	1
segment	17	((-427 : ℚ) / 256)	((-213 : ℚ) / 128)	3	0	3
segment	18	((-213 : ℚ) / 128)	((-851 : ℚ) / 512)	2	0	3
segment	19	((-851 : ℚ) / 512)	((-1701 : ℚ) / 1024)	1	0	1
segment	20	((-1701 : ℚ) / 1024)	((-425 : ℚ) / 256)	1	0	3
segment	21	((-425 : ℚ) / 256)	((-1699 : ℚ) / 1024)	1	0	3
segment	22	((-1699 : ℚ) / 1024)	((-849 : ℚ) / 512)	1	0	3
segment	23	((-849 : ℚ) / 512)	((-1697 : ℚ) / 1024)	1	0	3
segment	24	((-1697 : ℚ) / 1024)	((-53 : ℚ) / 32)	1	0	3
segment	25	((-53 : ℚ) / 32)	((-1695 : ℚ) / 1024)	1	0	3
segment	26	((-1695 : ℚ) / 1024)	((-847 : ℚ) / 512)	1	0	3
segment	27	((-847 : ℚ) / 512)	((-1693 : ℚ) / 1024)	1	0	3
segment	28	((-1693 : ℚ) / 1024)	((-423 : ℚ) / 256)	1	0	3
segment	29	((-423 : ℚ) / 256)	((-1691 : ℚ) / 1024)	1	0	3
segment	30	((-1691 : ℚ) / 1024)	((-845 : ℚ) / 512)	1	0	3
segment	31	((-845 : ℚ) / 512)	((-1689 : ℚ) / 1024)	1	0	3
segment	32	((-1689 : ℚ) / 1024)	((-211 : ℚ) / 128)	1	0	3
segment	33	((-211 : ℚ) / 128)	((-1687 : ℚ) / 1024)	1	0	3
segment	34	((-1687 : ℚ) / 1024)	((-843 : ℚ) / 512)	1	0	3
segment	35	((-843 : ℚ) / 512)	((-1685 : ℚ) / 1024)	1	0	3
segment	36	((-1685 : ℚ) / 1024)	((-421 : ℚ) / 256)	1	0	3
segment	37	((-421 : ℚ) / 256)	((-1683 : ℚ) / 1024)	1	0	3
segment	38	((-1683 : ℚ) / 1024)	((-841 : ℚ) / 512)	1	0	3
segment	39	((-841 : ℚ) / 512)	((-1681 : ℚ) / 1024)	1	0	3
segment	40	((-1681 : ℚ) / 1024)	((-105 : ℚ) / 64)	1	0	3
segment	41	((-105 : ℚ) / 64)	((-1679 : ℚ) / 1024)	1	0	3
segment	42	((-1679 : ℚ) / 1024)	((-839 : ℚ) / 512)	1	0	3
segment	43	((-839 : ℚ) / 512)	((-1677 : ℚ) / 1024)	1	0	3
segment	44	((-1677 : ℚ) / 1024)	((-419 : ℚ) / 256)	1	0	3
segment	45	((-419 : ℚ) / 256)	((-1675 : ℚ) / 1024)	1	0	3
segment	46	((-1675 : ℚ) / 1024)	((-837 : ℚ) / 512)	1	0	3
segment	47	((-837 : ℚ) / 512)	((-1673 : ℚ) / 1024)	1	0	3
