vd	58	m	1573	65536	-1793524273209502616	-1793524273209498429	69278824379501653394662	69278824379501654231105
vd	59	a	787	32768	-726537230675569310	-726537230675565108	70576954092099789514556	70576954092099790351944
vd	59	m	3149	131072	-185573847543484171	-185573847543479982	71234273028394240816540	71234273028394241654385
vd	59	q1	6297	262144	-456682406596216847	-456682406596212670	70904922050736029247920	70904922050736030085572
vd	59	q3	6299	262144	86793730690027064	86793730690031260	71565011434087714861086	71565011434087715699178
vd	60	a	1575	65536	360425629136801906	360425629136806088	71897141679990151904629	71897141679990152742948
vd	60	m	3151	131072	911503674997476149	911503674997480355	72565595356770593306845	72565595356770594145650
ad	60	a	1575	65536	-90908099248565292924	-90908099248565291422
ad	60	b	197	8192	-90908085327098833320	-90908085327098831808
vd	61	a	197	8192	1467703035254136550	1467703035254140746	73239669418394064970824	73239669418394065810095
vd	61	m	395	16384	6106883916706888663	6106883916706892856	78838854719272457817276	78838854719272458660116
vd	61	q1	789	32768	3744577980898817169	3744577980898821361	75992878404095984581793	75992878404095985422888
vd	61	q3	791	32768	8557486717770781209	8557486717770785409	81779883544156276873744	81779883544156277718328
ad	61	a	197	8192	-90908085327098833320	-90908085327098831808
ad	61	m	395	16384	-90907855907171295936	-90907855907171294432
ad	61	m	395	16384	-90907855907171295936	-90907855907171294432
ad	61	b	99	4096	-90907332671589737439	-90907332671589735935
vd	62	a	99	4096	11099322162376056770	11099322162376060976	84818260734021229715531	84818260734021230561806
vd	62	m	199	8192	22240169344282990590	22240169344282994819	97991496147928603053002	97991496147928603905629
vd	62	q1	397	16384	16468785462624419878	16468785462624424116	91196291913662570572317	91196291913662571421868
vd	62	q3	399	16384	28439505075279154422	28439505075279158675	105222536792565149295739	105222536792565150151217
ad	62	a	99	4096	-90907332671589737439	-90907332671589735935
ad	62	m	199	8192	-90905314145477020513	-90905314145477019002
ad	62	m	199	8192	-90905314145477020513	-90905314145477019002
ad	62	b	25	1024	-90901833267440139888	-90901833267440138363
vd	63	a	25	1024	35093965841431568606	35093965841431572875	112908164030701648994951	112908164030701649853120
vd	63	m	101	4096	66846686233781229191	66846686233781233487	148572926515076355775452	148572926515076356642533
vd	63	q1	201	8192	49882689464451143832	49882689464451148112	129718436972979728663049	129718436972979729526014
vd	63	q3	203	8192	86244664463586913369	86244664463586917659	169621702941763685305152	169621702941763686175492
ad	63	a	25	1024	-90901833267440139888	-90901833267440138363
ad	63	m	101	4096	-90889566389291785374	-90889566389291783845
ad	63	m	101	4096	-90889566389291785374	-90889566389291783845
ad	63	b	51	2048	-90868400279611805052	-90868400279611803528
vd	64	a	51	2048	108353567335266005646	108353567335266009954	193013285591771243417625	193013285591771244290451
vd	64	m	103	4096	161901453618733794101	161901453618733798418	247404973544454826611180	247404973544454827486581
ad	64	a	51	2048	-90868400279611805052	-90868400279611803528
ad	64	b	13	512	-90788158709351793691	-90788158709351792186
vd	65	a	13	512	230057808318132467992	230057808318132472352	312865457613872635245218	312865457613872636127109
vd	65	m	27	1024	708678671319056842534	708678671319056846909	703809876445394300481849	703809876445394301328023
vd	65	q1	53	2048	421750349061465135843	421750349061465140214	480967415196135308181918	480967415196135309052880
vd	65	q3	55	2048	1118559058714044286142	1118559058714044290464	984855332107514127751367	984855332107514128559186
ad	65	a	13	512	-90788158709351793691	-90788158709351792186
ad	65	m	27	1024	-90360806215312050191	-90360806215312048651
ad	65	m	27	1024	-90360806215312050191	-90360806215312048651
ad	65	b	7	256	-89243807932514788260	-89243807932514786738
vd	66	a	7	256	1679880699729271050508	1679880699729271054762	1323683340371806339211792	1323683340371806339971505
vd	66	m	15	512	5916818898182180936701	5916818898182180941202	3088674353096076388412053	3088674353096076389243646
vd	66	q1	29	1024	3362129950350550755550	3362129950350550759654	2150332040710899155592570	2150332040710899156243987
vd	66	q3	31	1024	9380019803213566831453	9380019803213566836552	3980880842944481217362282	3980880842944481218524238
ad	66	a	7	256	-89243807932514788260	-89243807932514786738
ad	66	m	15	512	-82391762135417280860	-82391762135417279301
ad	66	m	15	512	-82391762135417280860	-82391762135417279301
ad	66	b	1	32	-63817931496964674646	-63817931496964673066
vd	67	a	1	32	13615772253533632938835	13615772253533632944508	4639606463063211663885717	4639606463063211665372843
vd	67	m	5	128	32138237599477351077789	32138237599477351085235	-1208264979290038234491460	-1208264979290038232041668
vd	67	q1	9	256	30514337214129935979037	30514337214129935985827	2774390992032020257746168	2774390992032020259896610
vd	67	q3	11	256	29984615725362674882285	29984615725362674892290	824833112327941965415524	824833112327941968928537
