0.6077695183137817	1.2081720184376457e-12	-0.33631142321315355	1090
0.25	3.8836080436108654e-08	-4.5879553548894614e-15
0.5	2.4893221462087638e-09	2.907278790412201e-15
0.75	5.059071767742381e-10	-2.4695977217174957e-16
1.0	1.6333890837911633e-10	1.62979260306507e-14
1.25	6.664310178256442e-11	2.2541052081179392e-14
1.5	3.061619590570454e-11	1.7211081964670931e-15
1.75	1.4597975976032805e-11	-1.590004725277157e-15
2.0	6.588909383135762e-12	0.0
2.25	2.2650042396682336e-12	0.0
4.375	1.1119598735035412e-12	0.0
4.390625	1.2829226440631406e-12	0.0
4.40625	1.4605573294489518e-12	0.0
4.421875	1.6451532871644841e-12	0.0
4.4375	1.8370155551680924e-12	0.0
4.453125	2.0364658545667847e-12	0.0
4.46875	2.2438436693898175e-12	0.0
4.484375	2.4595074102488037e-12	0.0
4.5	2.683835669370528e-12	0.0
4.515625	2.917228575235667e-12	0.0
4.53125	3.160109255896269e-12	0.0
4.546875	3.41292542097213e-12	0.0
4.5625	3.676151073364755e-12	0.0
4.578125	3.9502883628863955e-12	0.0
4.59375	4.235869595296718e-12	0.0
4.609375	4.533459411688412e-12	0.0
4.625	4.843657154787171e-12	0.0
4.640625	5.167099440553318e-12	0.0
4.65625	5.504462955517336e-12	0.0
4.671875	5.856467502580735e-12	0.0
4.6875	6.223879320599592e-12	0.0
4.703125	6.607514705982289e-12	0.0
4.71875	7.0082439678141595e-12	0.0
4.734375	7.426995751727074e-12	0.0
4.75	7.864761771912937e-12	0.0
4.765625	8.322601995407642e-12	0.0
4.78125	8.801650328117836e-12	0.0
4.796875	9.303120858122981e-12	0.0
4.8125	9.828314718655968e-12	0.0
4.828125	1.0378627640979326e-11	-1.8684377333277632e-15
4.84375	1.095555827627341e-11	-2.4310648274648042e-15
4.859375	1.1560717375828709e-11	2.6510945462000146e-15
4.875	1.2195837930496405e-11	2.1400097660789675e-15
4.890625	1.2862786383795531e-11	5.867827682463958e-15
4.90625	1.3563575048629223e-11	3.790203514358414e-16
4.921875	1.4300375875669016e-11	-7.960631677847003e-15
4.9375	1.507553574265105e-11	3.3351218628042125e-15
4.953125	1.5891593458730103e-11	4.509924313087677e-15
4.96875	1.6751298707425016e-11	-7.817160339309398e-15
4.984375	1.7657633186416632e-11	-4.405146605264653e-15
5.0	1.861383424346522e-11	2.2433902270559292e-15
5.015625	1.962342135594769e-11	-8.470993412648118e-16
5.03125	2.0690225857867856e-11	7.146229845759412e-15
